Level,Spell Name,Spell Description,Skill,Mana,Tag,Class
48,Summon Greater Wind Blade,"Summon a wind blade, suitable for combat in a pinch.",Con,,Conjure Weapon,Elementalist
48,Persuade Elemental,"Charm a target elemental, forcing them to fight alongside you for up to 20 minutes.",Alt,,Charm | (elementals only),Elementalist
48,Water Pet Tier 13,Conjures a watery being composed of pure elemental energy. (Aura) Fount of Mana: Mana Regeneration 1(L1) to 6(L60). Requires: Malachite,Con,,Pet | Mana Regen | AURA,Elementalist
50,Firestorm,Engulfs your targer with a firestorm for 700 points of Fire Damage.,Evo,,Direct Damage | Fire,Elementalist
52,Assail the Elements,Wards an elemental target with elemental energy for 525 points of Magic Damage.,Evo,,Direct Damage | Magic | (elementals only),Elementalist
52,Air Pet Tier 14,"Conjures an Air Elemental composed of pure elemental energy. (Aura) Rush of Air: 10% chance of add. Prime or Offhand Melee swing (Staggering Winds, Strike, Provoke) Requires: Malachite",Con,,Pet | Melee Haste | AURA,Elementalist
52,Earth Pet Tier 14,"Conjures an earthy being composed of pure elemental energy. (Aura) Earthen Toughness: grants 2(L1) to 30(L60) Stamina. (Earthen Skin, Elemental Root, Provoke) Requires: Malachite",Con,,Pet | +STA | Root | AURA,Elementalist
52,Fire Pet Tier 14,"Conjures an Fire Elemental composed of pure elemental energy. (Aura) +10% Spell Casting speed, Backlash of Fire: grants Damage Shield Damage Shield 1(L1) to 30(L60). (Elemental Backlash, Elemental Fire, Provoke) Requires: Malachite",Con,,Pet | Spell Haste | Damage Shield | AURA,Elementalist
52,Summon Linen Bandage,"Summon 1 (L52) to 4 (L56) linen bandages, suitable for healing wounds.",Con,,Conjure Bandage,Elementalist
52,Water Pet Tier 14,Conjures a watery being composed of pure elemental energy. (Aura) Fount of Mana: Mana Regeneration 1(L1) to 6(L60). Requires: Malachite,Con,,Pet | Mana Regen | AURA,Elementalist
54,Conflagrate,Engulfs your target with Conflagrate for 1200 points of Fire Damage.,Evo,,Direct Damage | Fire,Elementalist
56,Air Pet Tier 15,"Conjures an Air Elemental composed of pure elemental energy. (Aura) Rush of Air: 10% chance of add. Prime or Offhand Melee swing (Staggering Winds, Strike, Provoke) Requires: Malachite",Con,,Pet | Melee Haste | AURA,Elementalist
56,Earth Pet Tier 15,"Conjures an earthy being composed of pure elemental energy. (Aura) Earthen Toughness: grants 2(L1) to 30(L60) Stamina. (Earthen Skin, Elemental Root, Provoke) Requires: Malachite",Con,,Pet | +STA | Root | AURA,Elementalist
56,Elemental Onslaught,"Infuse your pet with an elemental onslaught, increasing their Attack Speed by 40% and Strength by 15.",Alt,,+STR | Melee Haste | (pet only),Elementalist
56,Fire Pet Tier 15,"Conjures an Fire Elemental composed of pure elemental energy. (Aura) +10% Spell Casting speed, Backlash of Fire: grants Damage Shield Damage Shield 1(L1) to 15(L60). (Elemental Backlash, Elemental Fire, Provoke) Requires: Malachite",Con,,Pet | Spell Haste | Damage Shield | AURA,Elementalist
56,Inferno Shield,"Surrounds your target with an inferno shield, providing a Damage Shield with 30 Damage Per Hit.",Abj,,Damage Shield,Elementalist
56,Summon Exceptional Manastone,"Summon an Exceptional Manastone, granting 180 Mana at the cost of 260 Health. This item can be traded to other players, and will be lost when logging out after a short period of time.",Con,,Summon Manastone,Elementalist
56,Water Pet Tier 15,Conjures a watery being composed of pure elemental energy. (Aura) Fount of Mana: Mana Regeneration 1(L1) to 6(L60). Requires: Malachite,Con,,Pet | Mana Regen | AURA,Elementalist
58,Flames of Eth,Engulfs your target with Flames of Eth for 1400 points of Fire Damage.,Evo,,Direct Damage | Fire,Elementalist
60,Air Pet Tier 16,"Conjures an Air Elemental composed of pure elemental energy. (Aura) Rush of Air: 10% chance of add. Prime or Offhand Melee swing (Staggering Winds, Strike, Provoke) Requires: Malachite",Con,,Pet | Melee Haste | AURA,Elementalist
60,Blast of Air VI,"Blast your target with air, dealing 300 Magic Damage. This spell reacts to elemental effects inflicted on the target by your pet.",Evo,,Direct Damage | Magic,Elementalist
60,Blast of Earth VI,"Blast your target with earth, dealing 300 Magic Damage. This spell reacts to elemental effects inflicted on the target by your pet.",Evo,,Direct Damage | Magic,Elementalist
60,Blast of Fire VI,"Blast your target with fire, dealing 300 Fire Damage. This spell reacts to elemental effects inflicted on the target by your pet.",Evo,,Direct Damage | Fire,Elementalist
60,Blast of Water VI,"Blast your target with water, dealing 300 Cold Damage. This spell reacts to elemental effects inflicted on the target by your pet.",Evo,,Direct Damage | Cold,Elementalist
60,Devastate the Elements,Wards an elemental target with elemental energy for 900 points of Magic Damage.,Evo,,Direct Damage | Magic | (elementals only),Elementalist
60,Earth Pet Tier 16,"Conjures an earthy being composed of pure elemental energy. (Aura) Earthen Toughness: grants 2(L1) to 30(L60) Stamina. (Earthen Skin, Elemental Root, Provoke) Requires: Malachite",Con,,Pet | +STA | Root | AURA,Elementalist
60,Element Shatter,"Shatters your target's resistance to the elements, decreasing their Cold, Electricity, Fire and Magic Resistance by 10. This spell is unresistable if the target is not immune to magic or it can otherwise be landed normally.",Alt,,Lower Resistance | Cold | Electricity | Fire | Magic,Elementalist
60,Summon Exceptional Earth Mallet,"Summon an earth mallet, suitable for combat in a pinch.",Con,,Conjure Weapon,Elementalist
60,Summon Exceptional Fire Staff,"Summon a fire staff, suitable for combat in a pinch.",Con,,Conjure Weapon,Elementalist
60,Summon Exceptional Water Trident,"Summon a Water Trident, suitable for combat in a pinch.",Con,,Conjure Weapon,Elementalist
60,Summon Exceptional Wind Blade,"Summon a wind blade, suitable for combat in a pinch.",Con,,Conjure Weapon,Elementalist
60,Fire Pet Tier 16,"Conjures an Fire Elemental composed of pure elemental energy. (Aura) +10% Spell Casting speed, Backlash of Fire: grants Damage Shield Damage Shield 1(L1) to 15(L60). (Elemental Backlash, Elemental Fire, Provoke) Requires: Malachite",Con,,Pet | Spell Haste | Damage Shield | AURA,Elementalist
60,Firestorm Shield,"Surrounds your target with a firestorm shield, granting them a Damage Shield that deals 35 Damage when Hit.",Abj,,Damage Shield,Elementalist
60,Summon Heavy Linen Bandage,"Summon 4 heavy linen bandages, suitable for healing wounds.",Con,,Conjure Bandage,Elementalist
60,Fires of Eth,Engulfs your target with Fires of Eth for 1600 points of Fire Damage.,Evo,,Direct Damage | Fire,Elementalist
60,Water Pet Tier 16,Conjures a watery being composed of pure elemental energy. (Aura) Fount of Mana: Mana Regeneration 1(L1) to 6(L60). Requires: Malachite,Con,,Pet | Mana Regen | AURA,Elementalist
1,Cold Protection,"Wards your target from frost, increasing their Cold Resistance by 5.",Abj,10,Resist | Cold,Necromancer
1,Draw Strength,"Draws the Strength of an enemy target, reducing their Strength by 2 and increasing your own Strength by 2 for 5 minutes.",Alt,10,Stat Debuff | +STR | (self only),Necromancer
1,Ghoul Pet Tier 1,"Reanimates a corrupted being from the dead, creating a ghoul minion to serve you. This pet uses Ghoul Tendrils. Persists until death of pet or master. Requires Ghoul Skin.",Conj,10,Pet | Snare,Necromancer
1,Holy Protection,"Wards your target from frost, increasing their Holy Resistance by 5.",Abj,10,Resist | Holy,Necromancer
1,Invisibility,Shrouds your target with invisibility.,Div,20,Invisibility,Necromancer
1,Invisibility versus Undead,Shrouds your target with invisibility versus undead.,Div,10,Invisibility | (undead only),Necromancer
1,Life Drain,"Drains your target's life force, dealing 3 (L1) to 5 (L4) damage and healing you for the same amount.",Evo,7,Direct Damage | Corruption | Lifetap,Necromancer
1,Lift Bones,"Reanimates bones from the dead, creating a skeleton minion to serve you. This pet uses Strike. Persists until death of pet or master. Requires Bone Chips.",Con,10,Pet,Necromancer
1,Locate Corpse,Locates a target player's nearest corpse.,Div,5,Misc.,Necromancer
1,Minor Spellshield,"A magical shield encircles you, increasing your HP by 10, AC by 5, and Magic Resistance by 5.",Abj,10,+HP | +AC | Resist | Magic | (self only),Necromancer
1,Noxious Deluge,"Showers your target in a noxious deluge, dealing 5 Poison Damage and an additional 2 Poison Damage every 6 seconds for 30 seconds.",Con,10,Direct Damage | Damage Over Time | Poison,Necromancer
1,Polar Align: North,Magically aligns your facing towards the North Pole.,Div,5,Misc. | (self only),Necromancer
1,Reclaim Essence,"Consume the essence of your pet, restoring 25% of your Pet's Health in Mana.",Con,5,Transfer Mana | (self only),Necromancer
1,Zombie Pet Tier 1,"Reanimates flesh from the dead, creating a zombie minion to serve you. This pet uses Unnerving Wail. Persists until death of pet or master. Requires Zombie Skin.",Con,10,Pet,Necromancer
4,Dispel Magic,Removes a harmful magical effect from your current target.,Alt,50,Cure | Magic,Necromancer
4,Fear,"Fears your enemy, causing them to run away in terror. Doing damage has a small chance to break this effect early.",Alt,20,Fear,Necromancer
4,Gate,Teleport yourself to your bind location.,Alt,55,Gate | (self only),Necromancer
4,Ghoul Pet Tier 2,"Reanimates a corrupted being from the dead, creating a ghoul minion to serve you. This pet uses Ghoul Tendrils. Persists until death of pet or master. Requires Ghoul Skin.",Con,30,Pet | Snare,Necromancer
4,Life Draw,"Draws your target's life force, dealing 9 (L4) to 12 (L8) damage and healing you for the same amount.",Evo,15,Direct Damage | Corruption | Lifetap,Necromancer
4,Lull the Dead,"Placates an aggressive undead target, greatly reducing the range of their social and proximity aggro for 2 minutes. Has no effect on an already aggroed target. This ability has a slight chance to fail and cause primary and social aggro. It also has a slight chance of ending early.",Alt,15,Pacify | (undead only),Necromancer
4,Mind Surge,"Fill your target's mind with a mind surge, granting them 8 Mana at the cost of 20 Mana.",Alt,20,Transfer Mana,Necromancer
4,Reanimate Corpse,"Reanimates bones from the dead, creating a skeleton minion to serve you. This pet uses Strike. Persists until death of pet or master. Requires Bone Chips.",Con,30,Pet,Necromancer
4,See Invisibility,"Glaze the eyes of your target with a magical coating, granting them the ability to see invisible entities.",Div,20,Misc.,Necromancer
4,Sense Magic,Grants your target the ability to see buff effect when you consider them.,Div,20,Misc.,Necromancer
4,Soulbind,Binds your target's soul to their current location. Not guaranteed to work everywhere.,Alt,75,Bind,Necromancer
4,Spirit Break,"Breaks your target's resistance to the spirits, decreasing their Corruption, Holy, and Magic Resistance by 1 (L1) to 2 (L8). This spell is unresistable if the target is not immune to magic or it can otherwise be landed normally.",Alt,10,Lower Resistance | Corruption | Holy | Magic,Necromancer
4,Swirling Shadows,"Conjures swirling shadows, slowing your targets movement speed by 30% and inflicting 3 Corruption Damage every 6 seconds for 24 seconds.",Alt,10,Damage Over Time | Corruption | Snare,Necromancer
4,Zombie Pet Tier 2,"Reanimates flesh from the dead, creating a zombie minion to serve you. This pet uses Unnerving Wail. Persists until death of pet or master. Requires Zombie Skin.",Con,30,Pet,Necromancer
8,Aspect of Vampirism,"Invoke a vampiric aspect, granting you a chance to activate Vampirism on melee attacks. Vampirism: Leech the life force of your target, dealing 1 (L1) to 30 (L60) Corruption Damage and restoring your Health by the same amount.",Abj,25,Direct Damage | Corruption | Lifesteal,Necromancer
8,Blood Pact,"Form a blood pact with the dead, increasing your Mana Regeneration by 2 Mana per 6 second tick, but also damaging you over time for 2 Damage every 6 seconds.",Alt,5,Mana Regen | (self only),Necromancer
8,Dark Embrace,"Embrace your target with lingering shadows, restoring 40 Health and draining yours by the same amount.",Alt,25,Transfer Health,Necromancer
8,Deathly Howl,"Terrify nearby targets with a deathly howl, causing them to flee.",Alt,50,AoE | Fear,Necromancer
8,Feign Death (Spell),"Play dead, tricking mobs into losing all Aggro against you. Previously aggroed mobs have a chance of remembering you. This Ability has a chance to fail.",Alt,30,Feign Death,Necromancer
8,Ghoul Pet Tier 3,"Reanimates a corrupted being from the dead, creating a ghoul minion to serve you. This pet uses Ghoul Tendrils. Persists until death of pet or master. Requires Ghoul Skin.",Con,60,Pet | Snare,Necromancer
8,Lesser Spellshield,"A magical shield encircles you, increasing your HP by 25, AC by 10, and Magic Resistance by 10.",Abj,25,+HP | +AC | Resist | Magic | (self only),Necromancer
8,Life Sap,"Saps your target's life force, dealing 30 damage and healing you for the same amount.",Evo,35,Direct Damage | Corruption | Lifetap,Necromancer
8,Malady,"Infect your target with a malady, dealing 3 Disease Damage every 6 seconds for 1 minute.",Con,20,Damage Over Time | Disease,Necromancer
8,Mana Surge,"Fill your target's mind with a mana surge, granting them 25 Mana at the cost of 40 Mana.",Alt,40,Transfer Mana,Necromancer
8,Mend the Dead,"Moderately heals a friendly undead minion, healing them for 40 Health.",Alt,25,Direct Heal | (pet only),Necromancer
8,Poisonous Deluge,"Showers your target in a poisonous deluge, dealing 20 Poison Damage and an additional 10 Poison Damage every 6 seconds for 30 seconds.",Con,40,Direct Damage | Damage Over Time | Poison,Necromancer
8,Summon Minor Lifestone,"Summon a Minor Lifestone, restoring 10 Health when consumed.",Con,40,Summon Lifestone,Necromancer
8,Upheave the Dead,"Reanimates bones from the dead, creating a skeleton minion to serve you. This pet uses Strike. Persists until death of pet or master. Requires Bone Chips.",Con,60,Pet,Necromancer
8,Ward the Dead,Wards an undead target with holy energy for 30 points of Holy Damage.,Evo,25,Direct Damage | Holy | (undead only),Necromancer
8,Zombie Pet Tier 3,"Reanimates flesh from the dead, creating a zombie minion to serve you. This pet uses Unnerving Wail. Persists until death of pet or master. Requires Zombie Skin.",Con,60,Pet,Necromancer
12,Charm Undead,"Charms an undead target, forcing them to fight for you for up to 20 minutes. This ability has a high chance of breaking early.",Alt,60,Charm | (undead only),Necromancer
12,Fear the Dead,"Fears an undead target, causing them to run away in terror. Doing damage has a small chance to break this effect early.",Alt,20,Fear | (undead only),Necromancer
